rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_duration,koi_depth,koi_prad,koi_tce_plnt_num,koi_steff,koi_slogg,koi_srad
9097,10468885,K02589.01,Kepler-1284 b,CONFIRMED,CANDIDATE,1,1.0925,2.13E+02,1.19,1,5178,4.585,0.797
9098,8120608,K00571.04,Kepler-186 e,CONFIRMED,CANDIDATE,0.999,3.2881,6.61E+02,1.15,4,3751,4.8,0.443
9099,10527135,K02622.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.8592,1.72E+02,1.11,1,5430,4.535,0.847
9100,10471243,K08019.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.747,5.56E+01,0.61,1,5665,4.568,0.82
9101,10471296,K08020.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.544,3.00E+01,0.43,1,5595,4.581,0.796
9102,10535886,K08021.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.182,5.65E+01,0.4,1,3885,4.71,0.54
9103,10535897,K08022.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.591,1.70E+01,0.41,1,6221,4.452,0.983
9104,10535926,K08023.01,,FALSE POSITIVE,FALSE POSITIVE,0,4.517,3.51E+01,0.57,1,6028,4.47,0.95
9105,10535991,K08024.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.504,5.78E+01,0.66,1,5978,4.554,0.846
9106,6600492,K08125.01,,FALSE POSITIVE,FALSE POSITIVE,0.027,14.85,4.39E+02,2.01,1,5818,4.523,0.925
9107,6685403,K08126.01,,FALSE POSITIVE,FALSE POSITIVE,0.001,18.11,1.00E+03,2.74,2,5587,4.502,0.877
9108,6846544,K08127.01,,FALSE POSITIVE,FALSE POSITIVE,0.04,13.39,1.84E+02,2.61,1,6486,3.992,1.812
9109,6848529,K08128.01,,FALSE POSITIVE,FALSE POSITIVE,0.011,18.71,2.26E+02,84.37,7,10974,4.041,2.677
9110,7020168,K08131.01,,FALSE POSITIVE,FALSE POSITIVE,0.259,9.33,2.27E+02,2.41,8,5548,3.97,1.616
9111,12012872,K08233.01,,FALSE POSITIVE,FALSE POSITIVE,0.009,5.12,1.15E+02,0.85,1,5715,4.586,0.782
9112,12069319,K08234.01,,FALSE POSITIVE,FALSE POSITIVE,0,8.489,8.46E+02,37.37,1,5386,2.78,11.839
9113,12121118,K08235.01,,FALSE POSITIVE,FALSE POSITIVE,0.005,21.09,4.17E+02,2,1,6075,4.486,0.969
9114,12252732,K08236.01,,FALSE POSITIVE,FALSE POSITIVE,0.008,15.97,8.49E+01,1.18,1,5618,4.155,1.288
9115,12554051,K08237.01,,FALSE POSITIVE,FALSE POSITIVE,0.1,13.553,1.03E+03,26.93,1,4787,2.629,8.522
9116,6949550,K06795.01,,FALSE POSITIVE,FALSE POSITIVE,0,5.47901,3.42E+05,56.33,1,5973,4.562,0.829
9117,7097571,K06818.01,,FALSE POSITIVE,FALSE POSITIVE,0,6.7598,1.23E+05,57.06,1,6256,4.037,1.514
9118,7281217,K06851.01,,FALSE POSITIVE,FALSE POSITIVE,0,6.19,2.00E+02,1.49,1,5593,4.584,0.752
9119,7365447,K06866.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.71613,1.25E+05,67.24,1,6826,4.337,1.233
9120,8016214,K06953.01,,FALSE POSITIVE,FALSE POSITIVE,0,7.7489,2.47E+05,41.52,1,5863,4.566,0.821
9121,5201593,K07721.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.32,2.15E+02,1.7,1,5970,4.399,1.143
9122,5301093,K07724.01,,FALSE POSITIVE,FALSE POSITIVE,0,12.35,6.91E+02,2.03,1,5218,4.596,0.772
9123,5305399,K07725.01,,FALSE POSITIVE,FALSE POSITIVE,0,22.99,1.02E+03,3.5,1,5968,4.534,0.881
9124,5389632,K07726.01,,FALSE POSITIVE,FALSE POSITIVE,0.005,1.169,2.05E+02,1.28,1,5799,4.539,0.878
9125,5709103,K07736.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.561,1.62E+01,0.46,1,6143,4.344,1.116
9126,9899216,K07971.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.962,1.19E+01,0.69,1,8133,4.146,1.935
9127,9959765,K07981.01,,FALSE POSITIVE,FALSE POSITIVE,0,4.143,2.74E+01,0.62,1,6600,4.364,1.157
9128,10155286,K07988.01,,FALSE POSITIVE,FALSE POSITIVE,0.092,3.199,6.39E+02,19.3,1,4989,2.992,7.824
9129,10266860,K07996.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.063,2.86E+01,1,1,6511,4.003,1.851
9130,10321927,K07997.01,,FALSE POSITIVE,FALSE POSITIVE,0.103,7.51,5.93E+02,1.96,1,5334,4.492,0.81
9131,9839062,K07968.01,,FALSE POSITIVE,FALSE POSITIVE,0,9.666,5.13E+03,8.13,1,6339,4.454,1.017
9132,10263598,K07995.01,,FALSE POSITIVE,FALSE POSITIVE,0.088,13.999,3.86E+02,15.34,1,5096,3.007,8.038
9133,5097470,K02767.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.419,9.26E+01,1.08,1,5631,4.33,1.132
9134,9943435,K02788.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.1741,1.34E+02,0.95,1,5769,4.57,0.812
9135,5775129,K02802.01,,CANDIDATE,CANDIDATE,0.988,2.013,2.04E+02,1.72,1,5927,4.323,1.193
9136,9963524,K00720.04,Kepler-221 b,CONFIRMED,CANDIDATE,1,2.056,3.84E+02,1.66,4,5244,4.538,0.81
9137,2985587,K02807.01,,CANDIDATE,CANDIDATE,1,1.5436,1.76E+02,2.34,1,6310,4.273,1.282
9138,10614845,K08027.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.196,4.83E+01,0.39,1,4891,4.683,0.571
9139,10616829,K08028.01,,FALSE POSITIVE,FALSE POSITIVE,0,4.50475,9.69E+04,81.42,1,7031,4.222,1.523
9140,10686909,K08029.01,,FALSE POSITIVE,FALSE POSITIVE,0,4.866,1.97E+01,1.18,1,5657,3.721,2.682
9141,10730250,K08030.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.7993,1.28E+02,0.91,1,5796,4.556,0.807
9142,10790401,K08031.01,,CANDIDATE,CANDIDATE,0.371,8.585,3.98E+02,13.97,1,5193,3.117,6.502
9143,10801951,K08032.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.001,6.67E+01,0.83,1,5883,4.476,0.959
9144,7053328,K08133.01,,FALSE POSITIVE,FALSE POSITIVE,0,5.1149,3.41E+02,5.34,1,6785,3.788,2.623
9145,7106437,K08134.01,,FALSE POSITIVE,FALSE POSITIVE,0.015,3.703,1.96E+02,2.8,1,7021,4.031,1.976
9146,7117050,K08135.01,,FALSE POSITIVE,FALSE POSITIVE,0.114,19.722,2.31E+02,25.09,3,4769,2.583,14.706
9147,7185710,K08136.01,,FALSE POSITIVE,FALSE POSITIVE,0.281,5.393,5.56E+02,15.72,1,5128,3.091,6.775
9148,7282872,K08137.01,,FALSE POSITIVE,FALSE POSITIVE,0.005,5.156,7.81E+02,2.52,1,6251,4.53,0.889
9149,7340624,K08138.01,,FALSE POSITIVE,FALSE POSITIVE,0.03,26.96,1.02E+03,34.25,1,5900,4.509,0.951
9150,12647110,K08240.01,,FALSE POSITIVE,FALSE POSITIVE,0.208,5.007,1.02E+03,8.92,1,5059,3.466,2.799
9151,12647757,K08241.01,,CANDIDATE,CANDIDATE,0.251,16.5,2.69E+02,7.67,1,5037,3.252,4.817
9152,3629119,K08242.01,,CANDIDATE,CANDIDATE,0.175,5.35,2.89E+02,1.36,1,5762,4.576,0.801
9153,3662635,K08243.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.8424,1.01E+05,52.18,1,5826,4.345,0.978
9154,3734501,K08244.01,,FALSE POSITIVE,FALSE POSITIVE,0.262,7.003,2.28E+02,9.36,1,4785,3.009,6.443
9155,4169315,K08245.01,,FALSE POSITIVE,FALSE POSITIVE,0,4.411,3.42E+02,2.34,1,6525,4.381,1.161
9156,8129189,K06975.01,,FALSE POSITIVE,FALSE POSITIVE,0,19.9499,2.19E+05,142.04,1,5261,3.506,2.943
9157,8167504,K06983.01,,CANDIDATE,CANDIDATE,0.99,3.987,7.46E+01,0.85,1,5618,4.449,0.969
9158,8240861,K06999.01,,FALSE POSITIVE,FALSE POSITIVE,0,4.7565,4.19E+05,95.83,2,6338,4.239,1.299
9159,8262223,K07004.01,,FALSE POSITIVE,FALSE POSITIVE,0,4.39594,1.52E+05,157.33,1,7832,3.836,2.779
9160,8311864,K07016.01,Kepler-452 b,CONFIRMED,CANDIDATE,0.771,9.969,1.90E+02,1.09,1,5579,4.58,0.798
9161,5774375,K07740.01,,FALSE POSITIVE,FALSE POSITIVE,0,7.5945,3.71E+05,136.64,1,5408,3.777,2.058
9162,5806800,K07741.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.695,2.42E+02,1.5,1,5881,4.48,0.973
9163,5879448,K07745.01,,FALSE POSITIVE,FALSE POSITIVE,0,23.71,2.11E+02,2.6,1,6077,3.931,1.759
9164,5887316,K07747.01,,FALSE POSITIVE,FALSE POSITIVE,0.362,1.0869,1.24E+03,36,1,6353,4.397,1.134
9165,5894182,K07750.01,,CANDIDATE,CANDIDATE,0.322,3.905,3.85E+02,5.03,1,6303,3.774,2.553
9166,10405224,K08008.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.706,7.27E+01,0.63,1,4938,4.601,0.753
9167,10471005,K08016.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.074,3.43E+01,0.63,1,5593,4.349,1.094
9168,10536241,K08026.01,,CANDIDATE,CANDIDATE,0.918,5.072,7.21E+01,0.93,1,5975,4.335,1.072
9169,11182706,K08046.01,,CANDIDATE,CANDIDATE,0.525,15.139,1.20E+03,50.93,1,4859,2.481,12.023
9170,11661803,K08060.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.686,2.49E+03,38.4,1,6289,4.411,1.093
9171,10536177,K08025.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.052,3.12E+01,0.59,1,5984,4.419,1.017
9172,10920420,K08038.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.592,3.58E+01,1.45,1,6947,3.895,2.297
9173,3859363,K02887.01,,FALSE POSITIVE,FALSE POSITIVE,0.001,11.591,2.81E+02,23.41,1,6248,4.442,1.002
9174,7463685,K02890.01,,CANDIDATE,CANDIDATE,0.998,4.96,1.61E+02,1.39,1,5984,4.521,0.906
9175,6716545,K02906.01,Kepler-1383 b,CONFIRMED,CANDIDATE,0.901,6.765,8.68E+01,1.33,1,6052,4.183,1.424
9176,6837283,K02914.01,,CANDIDATE,CANDIDATE,0.988,9.734,1.13E+02,2.89,1,6461,3.779,2.566
9177,9757613,K00250.04,Kepler-26 e,CONFIRMED,CANDIDATE,0.965,1.9033,1.54E+03,2.13,3,3879,4.708,0.537
9178,5364071,K00248.01,Kepler-49 b,CONFIRMED,CANDIDATE,1,2.5418,1.77E+03,2.25,1,3834,4.708,0.539
9179,11250587,K00107.01,Kepler-464 b,CONFIRMED,CANDIDATE,1,4.9402,4.63E+02,3.53,1,5858,4.112,1.549
9180,9084569,K07923.01,,CANDIDATE,CANDIDATE,0.75,21.291,1.26E+02,0.97,2,5060,4.493,0.869
9181,9087580,K07924.01,,CANDIDATE,CANDIDATE,0.981,1.401,8.35E+01,0.68,1,5058,4.61,0.739
9182,9099607,K07925.01,,CANDIDATE,CANDIDATE,0.953,3.88,5.09E+01,0.64,1,5926,4.532,0.887
9183,10844823,K08033.01,,CANDIDATE,CANDIDATE,0.323,5.59,8.49E+02,2.23,1,5176,4.567,0.766
9184,10862284,K08034.01,,FALSE POSITIVE,FALSE POSITIVE,0.007,5.422,2.69E+02,1.63,1,5849,4.517,0.919
9185,10862759,K08035.01,,CANDIDATE,CANDIDATE,0.846,4.27,1.05E+02,1.46,1,6870,4.266,1.407
9186,10877024,K08036.01,,FALSE POSITIVE,FALSE POSITIVE,0,7.035,2.33E+02,21.66,1,6315,4.258,1.282
9187,10920281,K08037.01,,CANDIDATE,CANDIDATE,1,1.527,2.53E+02,0.72,4,3704,4.797,0.45
9188,11032748,K08039.01,,CANDIDATE,CANDIDATE,0.798,5.26,1.55E+02,1.12,1,6008,4.537,0.875
9189,7622473,K08139.01,,FALSE POSITIVE,FALSE POSITIVE,0,4.303,1.93E+02,115.94,1,3674,0.452,89.878
9190,7662744,K08140.01,,FALSE POSITIVE,FALSE POSITIVE,0.004,7.394,3.81E+02,1.83,1,5849,4.517,0.919
9191,7686191,K08141.01,,FALSE POSITIVE,FALSE POSITIVE,0,18.5,7.89E+02,2.36,2,5477,4.568,0.818
9192,7690521,K08142.01,,FALSE POSITIVE,FALSE POSITIVE,0.247,12.351,7.31E+02,2.27,1,5518,4.473,0.822
9193,7762886,K08144.01,,FALSE POSITIVE,FALSE POSITIVE,0.071,23.66,5.42E+02,1.82,2,4875,4.514,0.81
9194,7811537,K08145.01,,FALSE POSITIVE,FALSE POSITIVE,0.202,3.94,2.08E+02,1.71,2,6321,4.417,1.125
9195,4566999,K08247.01,,FALSE POSITIVE,FALSE POSITIVE,0.132,4.817,6.02E+02,2,1,5657,4.567,0.824
9196,4569942,K08248.01,,FALSE POSITIVE,FALSE POSITIVE,0.159,4.124,6.95E+02,2.38,1,5291,4.423,0.926
9197,4572728,K08249.01,,CANDIDATE,CANDIDATE,0.363,11.392,1.23E+02,1.96,1,6299,3.99,1.754
9198,4772095,K08250.01,,FALSE POSITIVE,FALSE POSITIVE,0.11,3.631,4.09E+02,5.4,1,6832,3.851,2.578
9199,4847801,K08251.01,,FALSE POSITIVE,FALSE POSITIVE,0,12.3,2.65E+02,1.2,2,5162,4.605,0.754
9200,5098334,K08253.01,,CANDIDATE,CANDIDATE,0.067,12.37,1.13E+02,0.95,1,5547,4.521,0.911
9201,8398290,K07033.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.539,4.27E+01,1.58,1,6596,3.913,2.176
9202,8504570,K07048.01,,FALSE POSITIVE,FALSE POSITIVE,0,5.50884,1.69E+05,92.08,1,7162,4.185,1.631
9203,8569819,K07062.01,,FALSE POSITIVE,FALSE POSITIVE,0,13.7687,3.13E+05,2912.48,1,7355,4.042,1.984
9204,8693536,K07076.01,,CANDIDATE,CANDIDATE,0.99,4.2,1.16E+02,1.28,1,6478,4.371,1.188
9205,8701327,K07078.01,,FALSE POSITIVE,FALSE POSITIVE,0,6.55436,2.95E+05,133.79,1,6292,4.256,1.235
9206,5962509,K07754.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.794,7.08E+01,0.67,1,5427,4.53,0.808
9207,6106046,K07762.01,,CANDIDATE,CANDIDATE,0.977,2.266,2.10E+02,1.38,1,5914,4.483,0.955
9208,6113752,K07763.01,,FALSE POSITIVE,FALSE POSITIVE,0.198,9.554,2.84E+02,1.96,1,6217,4.364,1.141
9209,6147851,K07766.01,,FALSE POSITIVE,FALSE POSITIVE,0.001,2.545,5.99E+01,0.83,1,5878,4.426,1.01
9210,6198256,K07770.01,,FALSE POSITIVE,FALSE POSITIVE,0.318,3.281,7.09E+01,1.69,1,6573,4.01,1.987
9211,11661803,K08060.02,,FALSE POSITIVE,FALSE POSITIVE,0,6.013,2.12E+03,37.03,2,6289,4.411,1.093
9212,11709006,K08061.01,,CANDIDATE,CANDIDATE,1,2.628,3.22E+01,0.57,5,6014,4.486,0.993
9213,12021943,K08075.01,,FALSE POSITIVE,FALSE POSITIVE,0.203,10.4,3.04E+01,0.62,1,6108,4.466,1.03
9214,12602999,K08082.01,,CANDIDATE,CANDIDATE,0.973,4.834,7.31E+01,2.48,1,6787,3.762,2.753
9215,12644020,K08083.01,,FALSE POSITIVE,FALSE POSITIVE,0.152,3.9,8.76E+02,2.33,1,4987,4.613,0.727
9216,11294822,K08047.01,,CANDIDATE,CANDIDATE,0.513,4.978,6.22E+02,1.98,1,4829,4.564,0.794
9217,11443757,K08054.01,,CANDIDATE,CANDIDATE,0.995,6.265,2.98E+02,7.33,1,5216,3.402,4.303
9218,12120307,K02597.03,,CANDIDATE,CANDIDATE,0.999,2.905,1.62E+02,1.41,2,6398,4.411,1.101
9219,9729691,K01751.02,,FALSE POSITIVE,FALSE POSITIVE,0,2.454,1.13E+03,2.97,2,5211,4.447,0.895
9220,5511081,K01930.03,Kepler-338 d,CONFIRMED,CANDIDATE,0.896,10.306,2.39E+02,2.61,3,5951,4.017,1.693
9221,10350571,K01175.02,,CANDIDATE,CANDIDATE,0.997,11.284,1.10E+02,1.55,1,5676,4.1,1.487
9222,10604335,K01298.02,Kepler-283 c,CONFIRMED,FALSE POSITIVE,0,5.506,1.11E+03,1.87,2,4141,4.684,0.582
9223,9101271,K07926.01,,FALSE POSITIVE,FALSE POSITIVE,0,8.7303,7.49E+04,51.33,1,6167,4.299,1.195
9224,9118340,K07927.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.8022,9.93E+02,105.66,1,7030,3.65,3.512
9225,9159198,K07929.01,,FALSE POSITIVE,FALSE POSITIVE,0,6.656,4.70E+01,0.68,1,6181,4.474,0.98
9226,9210820,K07930.01,,CANDIDATE,CANDIDATE,0.469,15.82,5.15E+02,1.37,1,5031,4.644,0.615
9227,9227215,K07931.01,,CANDIDATE,CANDIDATE,0.487,11.01,3.33E+02,2.11,1,6086,4.36,1.116
9228,11098004,K08041.01,,FALSE POSITIVE,FALSE POSITIVE,0,6.5,7.01E+01,1.02,2,6293,4.291,1.213
9229,11135119,K08042.01,,FALSE POSITIVE,FALSE POSITIVE,0.066,2.884,6.28E+02,7.9,1,5216,3.53,3.207
9230,11139682,K08043.01,,CANDIDATE,CANDIDATE,0.978,3.005,1.21E+02,1.24,1,6386,4.402,1.123
9231,11145726,K08044.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.2517,5.03E+01,3.34,1,5180,3.314,4.717
9232,11152950,K08045.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.738,4.97E+01,2.52,1,6619,3.595,3.41
9233,7811537,K08145.02,,FALSE POSITIVE,FALSE POSITIVE,0.312,12.822,4.08E+02,2.33,1,6321,4.417,1.125
9234,7874976,K08146.01,,FALSE POSITIVE,FALSE POSITIVE,0.136,10.14,7.26E+01,1.01,1,6137,4.286,1.187
9235,7888957,K08147.01,,FALSE POSITIVE,FALSE POSITIVE,0.001,4.911,8.96E+02,22.36,1,4994,3.002,7.619
9236,7900114,K08148.01,,FALSE POSITIVE,FALSE POSITIVE,0.097,15.37,4.80E+02,1.97,1,5412,4.513,0.887
9237,7936194,K08149.01,,FALSE POSITIVE,FALSE POSITIVE,0.223,4.458,2.94E+02,3,1,5335,3.973,1.794
9238,5468555,K08255.01,,FALSE POSITIVE,FALSE POSITIVE,0.106,3.464,3.01E+02,2.04,1,6469,4.359,1.171
9239,5638699,K08256.01,,FALSE POSITIVE,FALSE POSITIVE,0.11,18.94,1.80E+02,1.8,1,5770,4.2,1.326
9240,5683219,K08257.01,,CANDIDATE,CANDIDATE,0.347,4.888,4.75E+01,0.54,1,5485,4.5,0.788
9241,5871116,K08258.01,,FALSE POSITIVE,FALSE POSITIVE,0.272,3.554,3.08E+02,1.41,1,5119,4.493,0.827
9242,5956171,K08259.01,,CANDIDATE,CANDIDATE,0.311,15.67,2.95E+02,1.73,1,6299,4.486,0.95
9243,6032318,K08260.01,,FALSE POSITIVE,FALSE POSITIVE,0.107,6.989,6.42E+02,1.71,1,5205,4.648,0.679
9244,8879915,K07105.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.54768,5.35E+05,83.69,1,5960,4.371,1.073
9245,9207508,K07146.01,,FALSE POSITIVE,FALSE POSITIVE,0,8.17997,5.62E+05,132.05,1,6988,4.163,1.649
9246,9243795,K07150.01,,FALSE POSITIVE,FALSE POSITIVE,0,8.33598,4.17E+04,92.28,1,5757,3.672,2.736
9247,9291368,K07155.02,,FALSE POSITIVE,FALSE POSITIVE,0,11.4071,7.08E+04,159.34,2,8117,3.748,3.07
9248,9458266,K07174.01,,CANDIDATE,CANDIDATE,0.801,1.791,4.29E+01,0.37,1,4201,4.675,0.566
9249,6199716,K07771.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.887,1.47E+02,1.35,1,6268,4.429,1.1
9250,6205566,K07772.01,,FALSE POSITIVE,FALSE POSITIVE,0,9.557,5.21E+01,0.74,1,6046,4.509,0.927
9251,6442602,K07778.01,,FALSE POSITIVE,FALSE POSITIVE,0.113,4.725,1.47E+02,0.88,1,4796,4.56,0.749
9252,6445531,K07779.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.833,9.86E+01,1.2,1,6418,4.395,1.171
9253,6451368,K07780.01,,CANDIDATE,CANDIDATE,0.993,3.877,5.47E+01,1.52,1,6742,3.925,2.032
9254,4738095,K08096.01,,FALSE POSITIVE,FALSE POSITIVE,0,7.165,1.76E+02,1.8,1,6299,4.325,1.262
9255,5128966,K08098.01,,FALSE POSITIVE,FALSE POSITIVE,0,5.2727,7.73E+04,46.59,1,5941,4.49,0.924
9256,5872139,K08110.01,,FALSE POSITIVE,FALSE POSITIVE,0.043,20.52,1.23E+03,3.64,1,6089,4.468,1.024
9257,6887321,K08129.01,,FALSE POSITIVE,FALSE POSITIVE,0,4.572,2.29E+01,0.54,1,5860,4.326,1.13
9258,7049771,K08132.01,,FALSE POSITIVE,FALSE POSITIVE,0.22,16.121,3.63E+02,8.3,1,4959,3.155,4.486
9259,12008916,K08074.01,,FALSE POSITIVE,FALSE POSITIVE,0.204,4.511,1.73E+02,8.83,1,5166,3.12,6.891
9260,4645492,K08095.01,,FALSE POSITIVE,FALSE POSITIVE,0.3,5.398,3.72E+02,1.89,1,5672,4.503,0.965
9261,7841925,K01499.02,,CANDIDATE,CANDIDATE,0.944,1.404,4.98E+01,0.62,3,5440,4.438,0.885
9262,7202957,K02687.02,,CANDIDATE,CANDIDATE,1,3.337,1.05E+02,1.03,2,5808,4.522,0.902
9263,9092504,K02716.02,,CANDIDATE,CANDIDATE,0.956,1.979,3.94E+02,1.8,2,5704,4.575,0.804
9264,4831728,K02739.02,,CANDIDATE,CANDIDATE,0.899,3.465,1.08E+02,1.2,2,5480,4.26,1.174
9265,10122538,K02926.02,Kepler-1388 c,CONFIRMED,CANDIDATE,0.976,2.2942,1.22E+03,2.2,1,3891,4.718,0.564
9266,9347066,K07933.01,,FALSE POSITIVE,FALSE POSITIVE,0,2.952,1.16E+02,0.89,1,5299,4.534,0.848
9267,9390228,K07934.01,,CANDIDATE,CANDIDATE,0.943,0.806,5.50E+02,2.12,1,5880,4.516,0.891
9268,9392016,K07935.01,,FALSE POSITIVE,FALSE POSITIVE,0,7.976,2.48E+02,1.31,1,5882,4.56,0.833
9269,9429631,K07937.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.998,9.94E+01,0.89,1,5455,4.421,0.909
9270,9469494,K07938.01,,CANDIDATE,CANDIDATE,0.508,15.09,8.94E+01,2.33,1,5989,3.764,2.467
9271,9518558,K07939.01,,FALSE POSITIVE,FALSE POSITIVE,0,0.906,1.73E+02,1.22,1,6290,4.527,0.898
9272,11296205,K08048.01,,CANDIDATE,CANDIDATE,0.334,9.662,2.54E+02,1.33,1,6156,4.563,0.824
9273,11348086,K08049.01,,FALSE POSITIVE,FALSE POSITIVE,0.176,3.84,2.37E+02,1.61,1,6032,4.46,0.949
9274,11350634,K08050.01,,CANDIDATE,CANDIDATE,0.253,10.43,2.63E+02,6.81,1,4951,3.349,4.342
9275,11357185,K08051.01,,FALSE POSITIVE,FALSE POSITIVE,0.066,3.276,3.84E+02,2.38,1,6218,4.417,1.131
9276,11358305,K08052.01,,CANDIDATE,CANDIDATE,0.941,3.739,8.91E+01,1.73,1,6738,4.109,1.692
9277,11392362,K08053.01,,CANDIDATE,CANDIDATE,0.997,5.945,9.95E+01,1.19,1,6214,4.442,1.076
9278,8028465,K08152.01,,FALSE POSITIVE,FALSE POSITIVE,0.046,3.892,8.17E+02,1.46,1,4393,4.713,0.526
9279,8129641,K08153.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.9174,7.68E+03,39.59,1,6014,4.494,0.958
9280,8226720,K08154.01,,FALSE POSITIVE,FALSE POSITIVE,0.036,12.37,2.77E+02,1.68,1,6428,4.457,0.977
9281,8307354,K08155.01,,FALSE POSITIVE,FALSE POSITIVE,0,15.3614,8.99E+02,2.43,2,5546,4.575,0.81
9282,8527297,K08157.01,,CANDIDATE,CANDIDATE,0.638,0.82,,,3,,,
9283,8588982,K08158.01,,FALSE POSITIVE,FALSE POSITIVE,0.001,3.539,1.36E+03,37.99,1,4575,2.592,10.788
9284,6182508,K08261.01,,FALSE POSITIVE,FALSE POSITIVE,0.128,1.919,1.06E+03,1.46,1,3710,4.797,0.452
9285,6195669,K08262.01,,FALSE POSITIVE,FALSE POSITIVE,0.09,16.64,1.07E+03,27.77,1,5755,4.588,0.776
9286,6356506,K08263.01,,CANDIDATE,CANDIDATE,0.291,12.757,4.01E+02,2.17,1,6292,4.426,1.078
9287,6583107,K08264.01,,FALSE POSITIVE,FALSE POSITIVE,0.168,1.107,1.63E+02,1.55,1,5860,4.244,1.197
9288,6681618,K08265.01,,FALSE POSITIVE,FALSE POSITIVE,0.128,38.14,2.50E+03,36.37,1,6047,4.47,1.002
9289,7106438,K08267.01,,FALSE POSITIVE,FALSE POSITIVE,0.127,4.891,5.16E+02,2.54,1,6129,4.419,1.055
9290,9652166,K07216.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.917,2.52E+01,0.85,1,7257,4.185,1.631
9291,9711751,K07225.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.64361,1.32E+05,72.82,1,6679,4.286,1.326
9292,9821078,K07234.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.94306,4.56E+05,49.49,1,4268,4.602,0.68
9293,9899583,K07248.01,,FALSE POSITIVE,FALSE POSITIVE,0,4.081,6.09E+01,0.84,1,6108,4.471,0.997
9294,10019854,K07272.01,,CANDIDATE,CANDIDATE,0.763,4.513,1.08E+02,1.26,1,6534,4.365,1.199
9295,6531617,K07785.01,,CANDIDATE,CANDIDATE,0.323,2.725,7.25E+02,2.07,1,5232,4.519,0.777
9296,6863187,K07794.01,,FALSE POSITIVE,FALSE POSITIVE,0,5.898,7.77E+01,0.94,1,5957,4.498,0.971
9297,6887030,K07795.01,,CANDIDATE,CANDIDATE,1,2.119,1.38E+02,0.97,1,5519,4.59,0.762
9298,6974867,K07800.01,,FALSE POSITIVE,FALSE POSITIVE,0,1.644,3.73E+01,1.53,1,5500,3.775,2.491
9299,7031726,K07806.01,,FALSE POSITIVE,FALSE POSITIVE,0,4.714,9.24E+01,122.64,1,3420,0.269,138.056
9300,7959310,K08150.01,,FALSE POSITIVE,FALSE POSITIVE,0.022,19.53,2.14E+02,2.22,1,6382,4.115,1.5
9301,8012732,K08151.01,,FALSE POSITIVE,FALSE POSITIVE,0.103,16.42,5.33E+03,10.28,1,6221,4.294,1.312
9302,8439949,K08156.01,,CANDIDATE,CANDIDATE,0.266,12.346,5.33E+02,3.12,1,6429,4.404,1.116
9303,8808064,K08169.01,,FALSE POSITIVE,FALSE POSITIVE,0.153,10.857,5.13E+02,2,1,5911,4.53,0.887
9304,8815031,K08171.01,,FALSE POSITIVE,FALSE POSITIVE,0,12.15,6.72E+02,2.28,1,5764,4.548,0.863
9305,6114140,K08117.01,,FALSE POSITIVE,FALSE POSITIVE,0,6.447,6.14E+02,3.45,1,6367,4.419,1.087
9306,8801316,K02956.01,Kepler-1394 b,CONFIRMED,CANDIDATE,1,4.655,2.43E+01,1.36,1,6277,3.728,2.741
9307,8429415,K02965.01,,FALSE POSITIVE,FALSE POSITIVE,0,3.469,5.67E+01,1.45,1,6463,3.959,1.823
